12:13:58.000,0.370,-0.290,-0.630,-1,24.300,0.884,0
12:13:58.031,0.360,-0.290,-0.640,-1,24.100,0.885,0
12:13:58.062,0.380,-0.260,-0.630,-1,24.100,0.887,0
12:13:58.093,0.380,-0.240,-0.620,-1,24.100,0.885,0
12:13:58.125,0.380,-0.200,-0.620,-1,24.100,0.890,0
12:13:58.156,0.400,-0.210,-0.590,-1,24.300,0.887,0
12:13:58.187,0.410,-0.190,-0.610,-1,24.100,0.887,0
12:13:58.218,0.370,-0.250,-0.580,-1,24.100,0.887,0
12:13:58.250,0.370,-0.230,-0.610,-1,24.100,0.882,0
12:13:58.281,0.370,-0.240,-0.650,-1,24.100,0.882,0
12:13:58.312,0.390,-0.250,-0.650,-1,24.100,0.887,0
12:13:58.343,0.300,-0.310,-0.620,-1,24.100,0.882,0
12:13:58.375,0.370,-0.270,-0.640,-1,24.100,0.887,0
12:13:58.406,0.370,-0.290,-0.630,-1,24.100,0.882,0
12:13:58.437,0.380,-0.250,-0.630,-1,24.100,0.882,0
12:13:58.468,0.380,-0.240,-0.640,-1,24.100,0.882,0
12:13:58.500,0.370,-0.200,-0.640,-1,24.100,0.882,0
12:13:58.531,0.350,-0.210,-0.640,-1,24.100,0.882,0
12:13:58.562,0.360,-0.190,-0.660,-1,24.300,0.882,0
12:13:58.593,0.350,-0.200,-0.670,-1,24.100,0.882,0
12:13:58.625,0.360,-0.190,-0.660,-1,24.100,0.882,0
12:13:58.656,0.360,-0.210,-0.640,-1,24.100,0.882,0
12:13:58.687,0.370,-0.210,-0.640,-1,24.100,0.882,0
12:13:58.718,0.360,-0.180,-0.640,-1,24.100,0.882,0
12:13:58.750,0.330,-0.180,-0.630,-1,24.100,0.882,0
12:13:58.781,0.300,-0.170,-0.650,-1,24.100,0.882,0
12:13:58.812,0.280,-0.220,-0.600,-1,24.100,0.882,0
12:13:58.843,0.250,-0.260,-0.570,-1,24.300,0.887,0
12:13:58.875,0.230,-0.290,-0.590,-1,24.100,0.882,0
12:13:58.906,0.210,-0.280,-0.510,-1,24.100,0.882,0
12:13:58.937,0.160,-0.280,-0.520,-1,24.100,0.882,0
12:13:58.968,0.130,-0.260,-0.530,-1,24.100,0.882,0
12:13:59.000,0.180,-0.320,-0.470,-1,24.100,0.882,0
12:13:59.031,0.280,-0.330,-0.480,-1,24.100,0.882,0
12:13:59.062,0.080,-0.190,-0.800,-1,24.100,0.882,0
12:13:59.093,-0.090,-0.130,-0.830,-1,24.100,0.882,0
12:13:59.125,-0.170,-0.250,-0.810,-1,24.300,0.882,0
12:13:59.156,-0.280,-0.260,-0.820,-1,24.100,0.882,0
12:13:59.187,-0.390,-0.330,-0.800,-1,24.100,0.887,0
12:13:59.218,-0.400,-0.350,-0.740,-1,24.300,0.882,0
12:13:59.250,-0.440,-0.380,-0.690,-1,24.100,0.882,0
12:13:59.281,-0.490,-0.410,-0.670,-1,24.100,0.882,0
12:13:59.312,-0.500,-0.450,-0.590,-1,24.100,0.882,0
12:13:59.343,-0.530,-0.460,-0.530,-1,24.100,0.882,0
12:13:59.375,-0.580,-0.400,-0.570,-1,24.100,0.882,0
12:13:59.406,-0.590,-0.390,-0.550,-1,24.100,0.887,0
12:13:59.437,-0.590,-0.400,-0.520,-1,24.100,0.882,0
12:13:59.468,-0.610,-0.360,-0.510,-1,24.300,0.879,0
12:13:59.500,-0.660,-0.340,-0.590,-1,24.100,0.885,0
12:13:59.531,-0.710,-0.440,-0.730,-1,24.100,0.882,0
12:13:59.562,-0.570,-0.430,-0.490,-1,24.300,0.882,0
12:13:59.593,-0.610,-0.370,-0.430,-1,24.100,0.879,0
12:13:59.625,-0.620,-0.330,-0.420,-1,24.100,0.879,0
12:13:59.656,-0.620,-0.330,-0.410,-1,24.300,0.882,0
12:13:59.687,-0.640,-0.320,-0.500,-1,24.100,0.882,0
12:13:59.718,-0.630,-0.320,-0.560,-1,24.100,0.882,0
12:13:59.750,-0.600,-0.400,-0.470,-1,24.100,0.882,0
12:13:59.781,-0.600,-0.420,-0.450,-1,24.100,0.882,0
12:13:59.812,-0.610,-0.420,-0.440,-1,24.100,0.879,0
12:13:59.843,-0.630,-0.390,-0.440,-1,24.300,0.879,0
