13:45:26.000,0.010,-0.840,0.790,-1,24.900,0.121,0
13:45:26.031,0.030,-0.860,0.810,-1,24.900,0.124,0
13:45:26.062,0.000,-0.800,0.760,-1,24.900,0.122,0
13:45:26.093,0.000,-0.890,0.690,-1,24.900,0.124,0
13:45:26.125,0.000,-0.880,0.660,-1,24.900,0.122,0
13:45:26.156,0.020,-0.890,0.650,-1,24.900,0.122,0
13:45:26.187,0.020,-0.870,0.660,-1,24.900,0.122,0
13:45:26.218,0.030,-0.840,0.680,-1,24.900,0.122,0
13:45:26.250,0.050,-0.860,0.680,-1,24.900,0.122,0
13:45:26.281,0.060,-0.850,0.680,-1,24.900,0.122,0
13:45:26.312,0.050,-0.820,0.700,-1,24.900,0.122,0
13:45:26.343,0.040,-0.780,0.720,-1,24.900,0.122,0
13:45:26.375,0.030,-0.770,0.730,-1,24.900,0.122,0
13:45:26.406,0.000,-0.840,0.750,-1,24.900,0.122,0
13:45:26.437,0.000,-0.900,0.810,-1,24.900,0.122,0
13:45:26.468,0.000,-0.820,0.760,-1,24.900,0.122,0
13:45:26.500,0.000,-0.830,0.760,-1,24.900,0.122,0
13:45:26.531,0.000,-0.850,0.770,-1,24.900,0.125,0
13:45:26.562,0.010,-0.860,0.770,-1,24.900,0.122,0
13:45:26.593,0.010,-0.850,0.740,-1,24.900,0.122,0
13:45:26.625,0.020,-0.840,0.700,-1,24.900,0.122,0
13:45:26.656,0.020,-0.860,0.690,-1,24.900,0.122,0
13:45:26.687,0.020,-0.870,0.700,-1,24.900,0.122,0
13:45:26.718,0.020,-0.820,0.670,-1,24.900,0.122,0
13:45:26.750,0.020,-0.850,0.710,-1,24.900,0.122,0
13:45:26.781,0.000,-0.820,0.760,-1,24.900,0.122,0
13:45:26.812,0.000,-0.820,0.760,-1,24.900,0.122,0
13:45:26.843,0.000,-0.830,0.770,-1,24.900,0.122,0
13:45:26.875,0.000,-0.810,0.790,-1,24.900,0.125,0
13:45:26.906,0.000,-0.810,0.780,-1,24.900,0.125,0
13:45:26.937,0.000,-0.810,0.780,-1,24.900,0.122,0
13:45:26.968,0.000,-0.830,0.770,-1,24.900,0.122,0
13:45:27.000,0.000,-0.830,0.760,-1,24.900,0.122,0
13:45:27.031,0.000,-0.840,0.760,-1,24.900,0.122,0
13:45:27.062,0.010,-0.830,0.760,-1,24.900,0.122,0
13:45:27.093,0.010,-0.840,0.750,-1,24.900,0.122,0
13:45:27.125,0.000,-0.820,0.750,-1,24.900,0.122,0
13:45:27.156,0.010,-0.820,0.740,-1,24.900,0.122,0
13:45:27.187,0.010,-0.810,0.750,-1,24.900,0.122,0
13:45:27.218,0.010,-0.810,0.750,-1,24.900,0.122,0
13:45:27.250,0.010,-0.810,0.760,-1,24.900,0.122,0
13:45:27.281,0.010,-0.810,0.760,-1,24.900,0.122,0
13:45:27.312,0.010,-0.800,0.770,-1,24.900,0.122,0
13:45:27.343,0.010,-0.770,0.760,-1,24.900,0.122,0
13:45:27.375,0.000,-0.760,0.730,-1,24.900,0.122,0
13:45:27.406,0.000,-0.760,0.710,-1,24.900,0.124,0
13:45:27.437,0.000,-0.740,0.740,-1,24.900,0.122,0
13:45:27.468,0.010,-0.700,0.680,-1,24.900,0.122,0
13:45:27.500,0.000,-0.630,0.710,-1,24.900,0.122,0
13:45:27.531,-0.040,-0.670,0.770,-1,24.900,0.125,0
13:45:27.562,-0.090,-0.720,0.820,-1,24.900,0.122,0
13:45:27.593,-0.130,-0.710,0.790,-1,24.900,0.122,0
13:45:27.625,-0.210,-0.710,0.820,-1,24.900,0.122,0
13:45:27.656,-0.280,-0.680,0.800,-1,24.900,0.122,0
13:45:27.687,-0.340,-0.720,0.820,-1,24.900,0.122,0
13:45:27.718,-0.370,-0.720,0.870,-1,24.900,0.122,0
13:45:27.750,-0.400,-0.670,0.880,-1,24.900,0.120,0
13:45:27.781,-0.430,-0.620,0.880,-1,24.900,0.122,0
13:45:27.812,-0.380,-0.620,0.830,-1,24.900,0.120,0
13:45:27.843,-0.500,-0.580,1.170,-1,24.900,0.122,0
13:45:27.875,-0.620,-0.690,1.460,-1,24.900,0.122,0
13:45:27.906,-0.500,-0.590,1.150,-1,24.900,0.122,0
13:45:27.937,-0.490,-0.500,0.900,-1,24.900,0.122,0
13:45:27.968,-0.510,-0.460,0.760,-1,24.900,0.122,0
13:45:28.000,-0.520,-0.520,0.780,-1,24.900,0.122,0
13:45:28.031,-0.520,-0.600,0.810,-1,24.900,0.122,0
13:45:28.062,-0.520,-0.570,0.860,-1,24.900,0.124,0
13:45:28.093,-0.510,-0.570,0.890,-1,24.900,0.124,0
13:45:28.125,-0.500,-0.540,0.890,-1,24.900,0.122,0
13:45:28.156,-0.500,-0.570,0.870,-1,24.900,0.122,0
13:45:28.187,-0.500,-0.540,0.860,-1,24.900,0.122,0
13:45:28.218,-0.500,-0.530,0.850,-1,24.900,0.122,0
13:45:28.250,-0.500,-0.520,0.860,-1,24.900,0.125,0
13:45:28.281,-0.530,-0.500,0.910,-1,24.900,0.122,0
13:45:28.312,-0.540,-0.520,0.960,-1,24.900,0.125,0
13:45:28.343,-0.530,-0.570,0.960,-1,24.900,0.125,0
13:45:28.375,-0.530,-0.560,0.900,-1,24.900,0.122,0
13:45:28.406,-0.520,-0.550,0.890,-1,24.900,0.122,0
13:45:28.437,-0.500,-0.520,0.890,-1,24.900,0.125,0
13:45:28.468,-0.500,-0.460,0.870,-1,24.900,0.125,0
13:45:28.500,-0.510,-0.470,0.860,-1,24.900,0.123,0
13:45:28.531,-0.540,-0.500,0.840,-1,24.900,0.123,0
13:45:28.562,-0.540,-0.530,0.920,-1,24.900,0.125,0
13:45:28.593,-0.550,-0.440,0.880,-1,24.900,0.125,0
13:45:28.625,-0.570,-0.450,0.840,-1,24.900,0.123,0
13:45:28.656,-0.610,-0.650,0.870,-1,24.900,0.123,0
13:45:28.687,-0.510,-0.590,0.830,-1,24.900,0.123,0
13:45:28.718,-0.480,-0.310,0.890,-1,24.900,0.121,0
13:45:28.750,-0.500,-0.500,0.830,-1,24.900,0.123,0
